frame,smile_vertical_asymmetry_norm,mouth_horizontal_asymmetry_norm,eye_horizontal_asymmetry_norm,general_symmetry_score_norm,facial_droop_flag,severity_score
aug_0_9036.jpg,0.2219,0.2321,0.3429,0.2305,1,54.97
aug_0_904.jpg,0.4091,0.4461,0.5086,0.2908,1,90.29
aug_0_907.jpg,0.3017,0.4957,0.4103,0.2922,1,79.65
aug_0_9086.jpg,0.2748,0.1546,0.3534,0.2567,1,56.18
aug_0_9091.jpg,0.3787,0.2129,0.4948,0.323,1,73.84
aug_0_911.jpg,0.2464,0.3358,0.37,0.2634,1,67.39
aug_0_912.jpg,0.169,0.205,0.3652,0.2515,1,49.04
aug_0_9122.jpg,0.1965,0.0922,0.2797,0.2022,1,40.05
aug_0_9129.jpg,0.1106,0.0602,0.3795,0.3004,1,35.57
aug_0_9132.jpg,0.2334,0.263,0.4119,0.2905,1,62.43
aug_0_9138.jpg,0.4155,0.3424,0.5431,0.3619,1,87.23
aug_0_9155.jpg,0.3942,0.3312,0.493,0.3251,1,84.26
aug_0_9157.jpg,0.458,0.3399,0.5935,0.3631,1,91.29
aug_0_9159.jpg,0.344,0.2195,0.4476,0.3048,1,70.87
aug_0_9166.jpg,0.2354,0.2429,0.3512,0.2343,1,57.39
aug_0_9170.jpg,0.2761,0.2811,0.3953,0.2516,1,65.47
aug_0_9172.jpg,0.265,0.2295,0.5372,0.3524,1,63.71
aug_0_9176.jpg,0.1799,0.1745,0.2778,0.2184,1,45.64
aug_0_9188.jpg,0.2795,0.098,0.3806,0.2622,1,52.78
aug_0_9202.jpg,0.2447,0.1928,0.2792,0.2467,1,55.37
aug_0_9212.jpg,0.4509,0.4085,0.5906,0.3575,1,95.09
aug_0_9227.jpg,0.1635,0.2809,0.2844,0.1899,1,50.09
aug_0_9232.jpg,0.1663,0.2727,0.2568,0.1815,1,49.19
aug_0_9244.jpg,0.2183,0.2467,0.5016,0.2689,1,58.25
aug_0_9263.jpg,0.1605,0.1294,0.4591,0.316,1,45.76
aug_0_9282.jpg,0.3175,0.4669,0.3368,0.257,1,78.88
aug_0_9290.jpg,0.2205,0.1404,0.4517,0.3478,1,52.58
aug_0_9291.jpg,0.4037,0.4484,0.4716,0.312,1,90.37
aug_0_9352.jpg,0.3995,0.4276,0.6186,0.3963,1,89.95
aug_0_9362.jpg,0.0323,0.0037,0.2117,0.1801,1,15.51
aug_0_9380.jpg,0.2543,0.5341,0.2565,0.3313,1,75.43
aug_0_9387.jpg,0.3265,0.3991,0.4151,0.2555,1,79.61
aug_0_9394.jpg,0.3045,0.3882,0.5469,0.3809,1,79.56
aug_0_9404.jpg,0.2307,0.2437,0.4413,0.3008,1,61.35
aug_0_9425.jpg,0.2157,0.0682,0.2824,0.2232,1,41.56
aug_0_943.jpg,0.3604,0.3881,0.5263,0.3588,1,85.15
aug_0_9436.jpg,0.2892,0.5242,0.1916,0.2981,1,78.79
aug_0_9440.jpg,0.274,0.355,0.5275,0.4111,1,74.03
aug_0_9442.jpg,0.1929,0.363,0.4363,0.3127,1,66.52
aug_0_9445.jpg,0.1004,0.238,0.0015,0.0987,1,34.47
aug_0_9470.jpg,0.1652,0.1578,0.3934,0.3449,1,48.36
aug_0_9476.jpg,0.2466,0.119,0.4304,0.3227,1,53.59
aug_0_9493.jpg,0.273,0.2137,0.5108,0.3562,1,63.33
aug_0_9496.jpg,0.1807,0.1618,0.3367,0.2222,1,45.01
aug_0_9518.jpg,0.2193,0.1052,0.2665,0.1993,1,43.11
aug_0_9522.jpg,0.2456,0.2206,0.4966,0.2977,1,60.95
aug_0_9540.jpg,0.3086,0.2863,0.5857,0.3926,1,72.34
aug_0_9548.jpg,0.0944,0.2284,0.3504,0.2601,1,43.9
aug_0_9550.jpg,0.2213,0.3282,0.3115,0.2186,1,61.32
aug_0_9552.jpg,0.3862,0.3279,0.7654,0.4271,1,83.21
aug_0_9566.jpg,0.3243,0.4075,0.5488,0.3767,1,82.43
aug_0_9568.jpg,0.2937,0.2836,0.4408,0.3017,1,70.64
aug_0_9577.jpg,0.0097,0.1455,0.0894,0.1847,1,24.2
aug_0_9578.jpg,0.2961,0.2365,0.3472,0.2414,1,63.43
aug_0_9585.jpg,0.1232,0.2604,0.1485,0.1431,1,41.39
aug_0_9589.jpg,0.1838,0.3433,0.407,0.268,1,62.0
aug_0_9592.jpg,0.2881,0.447,0.1759,0.2685,1,76.71
aug_0_9596.jpg,0.4033,0.2464,0.437,0.2957,1,78.53
aug_0_9597.jpg,0.229,0.3805,0.3321,0.2424,1,67.6
aug_0_9607.jpg,0.2159,0.3053,0.3576,0.2826,1,63.32
aug_0_961.jpg,0.2513,0.3365,0.3008,0.2102,1,64.39
aug_0_9621.jpg,0.1265,0.1955,0.349,0.2055,1,41.02
aug_0_9650.jpg,0.3368,0.4042,0.4644,0.2959,1,83.41
aug_0_9653.jpg,0.2444,0.2886,0.423,0.3479,1,66.09
aug_0_9654.jpg,0.3062,0.4631,0.3066,0.2892,1,79.9
aug_0_9656.jpg,0.1535,0.2632,0.105,0.1703,1,46.45
aug_0_9662.jpg,0.4138,0.4076,0.577,0.3206,1,91.38
aug_0_9664.jpg,0.3075,0.2327,0.2595,0.1802,1,60.21
aug_0_9673.jpg,0.0223,0.196,0.1017,0.2205,1,31.64
aug_0_9700.jpg,0.203,0.1859,0.4558,0.3392,1,54.24
aug_0_9730.jpg,0.2877,0.3159,0.4291,0.3221,1,72.47
aug_0_9773.jpg,0.2116,0.0655,0.2815,0.1878,1,38.59
aug_0_9774.jpg,0.2483,0.1256,0.5737,0.4292,1,54.25
aug_0_9782.jpg,0.0837,0.0577,0.3203,0.2386,1,28.6
aug_0_9796.jpg,0.3081,0.3186,0.4512,0.25,1,71.37
aug_0_9801.jpg,0.241,0.305,0.462,0.3264,1,66.97
aug_0_9802.jpg,0.1668,0.0466,0.5329,0.4486,1,40.17
aug_0_9833.jpg,0.4413,0.4327,0.6481,0.4047,1,94.13
aug_0_9834.jpg,0.4294,0.2607,0.567,0.3593,1,82.49
aug_0_9847.jpg,0.2904,0.1817,0.3244,0.2138,1,56.92
aug_0_9853.jpg,0.4577,0.3219,0.6393,0.3411,1,89.92
aug_0_9858.jpg,0.275,0.4342,0.3671,0.2644,1,75.13
aug_0_987.jpg,0.4247,0.3721,0.5977,0.3007,1,90.38
aug_0_9894.jpg,0.1961,0.4133,0.2222,0.228,1,64.81
aug_0_9899.jpg,0.2774,0.0309,0.4217,0.3455,1,50.06
aug_0_9902.jpg,0.3672,0.3081,0.4106,0.2789,1,78.42
aug_0_9912.jpg,0.3812,0.3907,0.431,0.2644,1,85.05
aug_0_9929.jpg,0.2429,0.2422,0.4158,0.3394,1,62.46
aug_0_9936.jpg,0.1284,0.0203,0.3307,0.2734,1,32.59
aug_0_9940.jpg,0.3663,0.3248,0.4192,0.273,1,79.19
aug_0_9941.jpg,0.0308,0.1659,0.2473,0.2864,1,34.61
aug_0_9946.jpg,0.4161,0.4231,0.5309,0.3321,1,91.61
aug_0_9952.jpg,0.2656,0.1874,0.5681,0.4516,1,60.62
aug_0_9958.jpg,0.2776,0.3431,0.4778,0.2949,1,73.15
aug_0_9979.jpg,0.2999,0.2552,0.3896,0.3116,1,69.14
aug_0_9982.jpg,0.3333,0.1054,0.3252,0.255,1,58.23
aug_0_9983.jpg,0.3231,0.4458,0.2688,0.2204,1,77.0
aug_0_9990.jpg,0.2602,0.3275,0.3141,0.2293,1,65.87
